RMS (Richard M. Stallman) Lecture at KTH (Kungliga Tekniska H?gskolan (Royal Institute of Technology)) Stocholm Sweden. Arranged by the student society ``Datorf?reningen Stacken'' 30. October 1986 [Note: This is a slightly edited transcript of the talk.	[コメント：これは 1986 年 10 月 30 日に、リチャード・M・ストールマンが、学生会「Datorforeningen Stacken」の招きでスウェーデンのストックホルム市にある王立工科大学で行った講演のテープ起こしに、ちょっと手を入れたものだ。
As such it contains false starts, as well as locutions that are natural in spoken English but look strange in print.	だから変な始まりかたや、口語では自然だけれど字にするとへんてこな語法も入ってる。
It is not clear how to correct them to written English style without ' doing violence to the original speech'.]	これを「もとの講演をゆがめることなく」文語にするにはどうすればいいか、よくわかんないのだ。]
It seems that there are three things that people would like me to talk about.	みんながぼくに話してほしい話題は三つあるみたいだね。
On the one hand I thought that the best thing to talk about here for a club of hackers, was what it was like at the MIT in the old days.	一つはまず、このハッカー集団に話すのにいちばんいいのは、昔の MIT ってのがどんなとこだったのかってことかな、と思った。
What made the Artificial Intelligence Lab such a special place.	人工知能研究所のどこがそんなに特別だったのか。
But people tell me also that since these are totally different people from the ones who were at the conference Monday and Tuesday that I ought to talk about what's going on in the GNU project and that I should talk about why software and information can not be owned,	でも、今日きてる人は月曜と火曜に会議にきたのとぜんぜんちがう人だから、GNU プロジェクトがどうなってるかとか、ソフトウェアや情報がなぜ所有できないかとかについて話すべきだ、とも言われた。
which means three talks in all, and since two of those subjects each took an hour it means we're in for a rather long time.	ということはつまり全部で三つの話ってことで、このうち 2 つがそれぞれ 1 時間かかったんだから、みんなかなり長時間ここにいることになるわけだ。
So I had the idea that perhaps I could split it in to three parts, and people could go outside for the parts they are not interested in, and that then when I come to the end of a part I can say it's the end and people can go out and I can send Jan Rynning out to bring in the other people.	それで思ったんだけれど、全体を 3 つにわけて、みんな自分の興味がない部分は外に出られるようにして、それで各部分の終わりにきたら、終わりだって言うから、みんな外にでて、それでぼくはヤン・ライニングにお願いしてほかの人を呼んできてもらうようにするってのはどうだろう。
(Someone else says: ``Janne, han trenger ingen mike'' (translation: ``Janne, he doesn't need a mike'')).	（だれかが「Janne, han trenger ingen mike」 (「Janne、この人マイクなんかいらないよ」)と言う）
Jan, are you prepared to go running out to fetch the other people?	ヤン、ひとっ走りして人を呼んできてもらってもいい？
Jmr: I am looking for a microphone, and someone tells me it is inside this locked box.	Jmr: マイクを探してるんですけど、なんかこの鍵のかかった箱の中にあるっていうんですよ。
Rms: Now in the old days at the AI lab we would have taken a sledgehammer and cracked it open,	Rms: うん、昔の AI 研でなら、でっかいハンマーを持ってきてそいつをぶち開けてただろうね。
and the broken door would be a lesson to whoever had dared to lock up something that people needed to use.	その壊れたドアを見て、みんなが必要とするものを鍵かけてしまいこもうとするようなヤツも少しは勉強になったろう。
Luckily however I used to study Bulgarian singing, so I have no trouble managing without a microphone.	でも運のいいことに、ぼくは昔ブルガリア歌唱法を勉強したことがあって、だからマイクなしでも全然問題ないよ。
Anyway, should I set up this system to notify you about the parts of the talk,	とにかく、話がどの部分か知らせるシステムって要る？
or do You just like to sit through all of it?	それともずっとすわって全部きいてたい？
(Answer: Yeaaah)	（答：そうだそうだ)
When I started programming, it was 1969, and I did it in an IBM laboratory in New York.	ぼくがプログラミングをはじめたのは 1969 年のことで、ニューヨークの IBM 研究所でのことだった。
After that I went to a school with a computer science department that was probably like most of them.	そのあと、コンピュータ科学の学部がある学校があって、まあここはほかと似たりよったり。
There were some professors that were in charge of what was supposed to be done, and there were people who decided who could use what.	何をすべきか決める教授たちがいて、だれが何を使っていいか決める連中がいて。
There was a shortage of terminals for most people, but a lot of the professors had terminals of their own in their offices, which was wasteful, but typical of their attitude.	ほとんどの人には端末が不足してたんだけれど、教授たちはほとんどみんなオフィスの中に専用端末を持ってて、これは資源の無駄なんだけれど、連中の姿勢からすればまあありがちなことだよね。
When I visited the Artificial Intelligence lab at MIT I found a spirit that was refreshingly different from that.	MIT の人工知能研に遊びにいったら、そういうのとは爽快なくらいにちがった精神があったんだ。
For example: there, the terminals was thought of as belonging to everyone,	たとえば、そこでの端末はみんなのものだと思われてた。
and professors locked them up in their offices on pain of finding their doors broken down.	だから自分のオフィスに鍵をかけるような教授は、ドアがぶち破られるというつらい目にあうわけ。
I was actually shown a cart with a big block of iron on it, that had been used to break down the door of one professors office, when he had the gall to lock up a terminal.	ある教授のオフィスのドアをぶち破るのに使った、でっかい鉄のかたまりが載った台車をホントにみせてもらったよ。
There were very few terminals in those days, there was probably something like five display terminals for the system, so if one of them was locked up, it was a considerable disaster.	その頃は端末はほんとに少なくて、システム全部にディスプレイ端末 5 つくらいかな、だからそのうち 1 台がしまい込まれてると、ものすごい損害だったわけ。
