MR HOLOHAN, assistant secretary of the Eire Abu Society, had been walking up and down Dublin for nearly a month, with his hands and pockets full of dirty pieces of paper, arranging about the series of concerts.	『エールに勝利を協会』副書記のホラハン氏は一月近くというもの、両手とポケットを汚れた紙でいっぱいにして連続コンサートの準備にダブリンを行ったり来たり歩いていた。
He had a game leg and for this his friends called him Hoppy Holohan.	彼は足が不自由で、このため友人達は彼をホッピー・ホラハンと呼んだ。
He walked up and down constantly, stood by the hour at street corners arguing the point and made notes;	彼は絶えず行ったり来たり歩き、何時間も街角に立って問題を議論し、メモを取った。
but in the end it was Mrs. Kearney who arranged everything.	が、最後にすべて取り決めたのはカーニー夫人だった。
Miss Devlin had become Mrs. Kearney out of spite.	ミス・デヴリンは腹いせにカーニー夫人となった。
She had been educated in a high-class convent, where she had learned French and music.	彼女は高級な修道院で教育を受け、フランス語と音楽を学んだ。
As she was naturally pale and unbending in manner she made few friends at school.	彼女は生まれつき青白く、強情なたちなので学校であまり友達を作らなかった。
When she came to the age of marriage she was sent out to many houses, where her playing and ivory manners were much admired.	適齢期になった彼女はあちこちの家庭に送り出され、彼女の演奏や象牙のような挙措は大いに称賛された。
She sat amid the chilly circle of her accomplishments, waiting for some suitor to brave it and offer her a brilliant life.	彼女は教養を共にする冷ややかなサークルの中に座を占め、彼女に輝かしい生活をとひるむことなく申し出るどこかの求婚者を待っていた。
But the young men whom she met were ordinary and she gave them no encouragement, trying to console her romantic desires by eating a great deal of Turkish Delight in secret.	しかし彼女の出会う若い男たちは平凡で、彼女は彼らに希望を与えることなく、内緒でゼリー飴をたくさん食べてはロマンチックな欲求を慰めるようにしていた。
However, when she drew near the limit and her friends began to loosen their tongues about her, she silenced them by marrying Mr. Kearney, who was a bootmaker on Ormond Quay.	しかしながら、彼女の時限が近づいて友人たちが彼女のことでかまびすしくなり始めた時、彼女はオーモンド・キーの靴製造業者のカーニー氏と結婚して彼らを黙らせた。
He was much older than she.	彼は彼女よりずっと年上だった。
His conversation, which was serious, took place at intervals in his great brown beard.	彼は真面目な会話に時々立派な茶色の口ひげを用いた。
